"urban","station","temperature","elevation","isoil","oc","tsoil","row","col","dluse","water"
0.00343148224055767,0.197761371731758,284.605651855469,298.163696289062,1.33040592431577e-11,0.0125000001862645,1,1,46,19,0
0.00332528655417264,0.193491011857986,284.517852783203,290.885833740234,1.34946966795502e-11,0.0125000001862645,1,1,47,19,0
0.00322066131047904,0.190095886588097,284.687561035156,290.857452392578,1.36798784106107e-11,0.0125000001862645,1,1,48,19,0
0.00311833783052862,0.187451392412186,284.597503662109,353.28515625,1.38596720905548e-11,0.0125000001862645,1,1,49,19,0
0.00301885441876948,0.185460552573204,283.821685791016,440.890197753906,1.40341488430451e-11,0.0125000001862645,1,1,50,19,0
0.00245286733843386,0.18404746055603,283.133331298828,508.458251953125,1.42033771896588e-11,0.0125000001862645,1,1,51,19,0
0.00237282132729888,0.183152839541435,282.783996582031,546.175048828125,1.43674273866967e-11,0.0125000001862645,1,1,52,19,0
0.00229593948461115,0.182730928063393,282.603912353516,573.086242675781,1.45263705578214e-11,0.0125000001862645,1,1,53,19,0
0.00222227489575744,0.182747438549995,282.287200927734,603.337646484375,1.48223724960594e-11,0.0125000001862645,1,1,54,19,0
0,0.183178275823593,282.554107666016,587.742858886719,1.55853923516913e-11,0.0125000001862645,1,1,55,19,0
0,0.184008955955505,282.617309570312,573.0400390625,1.63516179763068e-11,0.0125000001862645,1,1,56,19,0
0,0.185234621167183,282.443298339844,574.837341308594,1.71229645046234e-11,0.0125000001862645,1,1,57,19,0
0,0.186860531568527,282.837768554688,475.386474609375,1.79013366630176e-11,0.0125000001862645,1,1,58,19,0
0,0.188903272151947,283.642608642578,314.1787109375,1.86886443820367e-11,0.0125000001862645,1,1,59,19,0
0,0.19139252603054,283.707336425781,254.598831176758,1.94867819797162e-11,0.0125000001862645,1,1,60,19,0
0,0.194373726844788,283.719207763672,244.681549072266,2.02976489782625e-11,0.0125000001862645,1,1,61,19,0
0,0.197911769151688,284.496459960938,173.184692382812,2.00460949922876e-11,0.0125000001862645,1,1,62,19,0
0,0.202096089720726,284.981506347656,120.92366027832,1.83590920244114e-11,0.0125000001862645,1,1,63,19,0
0.00500228581950068,0.146774277091026,285.041290283203,100.224746704102,1.67136408879553e-11,0.0125000001862645,1,1,64,19,0
0.00523536698892713,0.212930738925934,284.693176269531,68.3453140258789,1.51138823678565e-11,0.0125000001862645,1,1,65,19,0
0.00548877753317356,0.219964951276779,285.183929443359,61.6352958679199,1.3563940769179e-11,0.0125000001862645,1,1,66,19,0
0.00576484994962811,0.228450700640678,284.998168945312,76.7055740356445,1.20679221823905e-11,0.0125000001862645,1,1,67,19,0
0.00606616260483861,0.238802120089531,284.52587890625,91.9435424804688,1.06299118812769e-11,0.0125000001862645,1,1,68,19,0
0.00639552669599652,0.251601696014404,284.914886474609,89.4774932861328,9.2539743229425e-12,0.0125000001862645,1,1,69,19,0
0.00675592804327607,0.267688810825348,285.064636230469,63.3245162963867,8.45355382916857e-12,0.0125000001862645,1,1,70,19,0
0.00715041626244783,0.248084425926208,286.104278564453,30.94362449646,8.02195289362206e-12,0.0125000001862645,1,1,71,19,0.239706128835678
0.00758188357576728,0.276120662689209,291.607269287109,5.84001731872559,7.56664089024417e-12,0,1,1,72,16,1
0.00805269181728363,0.313557803630829,291.89453125,0,7.08542426119951e-12,0,1,1,73,16,1
0.00856404565274715,0.365260004997253,292.200012207031,0,6.57612115803619e-12,0,1,1,74,16,1
0.00911502819508314,0.438863813877106,292.200012207031,0,6.03656404377095e-12,0,1,1,75,16,1
0.00970116164535284,0.543566763401031,292.199981689453,0,5.464600560251e-12,0,1,1,76,16,1
0.0103124771267176,0.672441720962524,286.00146484375,18.1696472167969,4.85809222711131e-12,0.0125000001862645,1,1,77,19,0
0.0109312031418085,0.0514856800436974,284.611267089844,56.0168304443359,5.13690348938334e-12,0.0125000001862645,1,1,78,19,0
0.0115296998992562,0.670455574989319,284.657287597656,46.9259834289551,5.78821365837534e-12,0.0125000001862645,1,1,79,19,0
0.0120698409155011,0.539608061313629,284.857849121094,24.7400016784668,6.35780707594624e-12,0.0125000001862645,1,1,80,19,0
0.0125057147815824,0.432959526777267,284.601226806641,45.9213790893555,6.84179535942464e-12,0.0125000001862645,1,1,81,19,0
0.012791053391993,0.357450664043427,284.608856201172,70.3148345947266,7.23632395324691e-12,0.0125000001862645,1,1,82,19,0
0,0.303897082805634,284.417144775391,68.2780380249023,7.53757299631896e-12,0.0125000001862645,1,1,83,19,0
0.012791053391993,0.264675229787827,283.949676513672,59.5326652526855,7.74175775569708e-12,0.0125000001862645,1,1,84,19,0
0.0125057147815824,0.234933406114578,283.636077880859,69.5496673583984,7.84513079499227e-12,0.0125000001862645,1,1,85,19,0
0.0120698409155011,0.211669161915779,283.920837402344,79.4803009033203,7.75410638476082e-12,0.0125000001862645,1,1,86,19,0
0.0115296998992562,0.192984655499458,284.118225097656,76.9820251464844,7.70204473116154e-12,0.0125000001862645,1,1,87,19,0
0.0109312031418085,0.177641019225121,284.385345458984,92.9895553588867,7.76704568716813e-12,0.0125000001862645,1,1,88,19,0
0.010597581975162,0.164802610874176,284.594451904297,96.9441680908203,7.9533471822324e-12,0.0125000001862645,1,1,89,19,0
0.0100010000169277,0.153888449072838,284.847778320312,69.3275985717773,8.26514291035751e-12,0.0125000001862645,1,1,90,19,0
0.0094311349093914,0.144483461976051,284.542572021484,78.6385650634766,8.70657799328933e-12,0.0125000001862645,1,1,91,19,0
0.00889819953590631,0.13628388941288,283.651519775391,131.973724365234,9.28174898051637e-12,0.0125000001862645,1,1,92,19,0
0.00840695761144161,0.129062652587891,283.919006347656,162.036529541016,9.99470211454634e-12,0.0125000001862645,1,1,93,19,0
0.00795867759734392,0.122646726667881,283.571807861328,190.522033691406,1.0951132362047e-11,0.0125000001862645,1,1,94,19,0
0.0075525757856667,0.116902060806751,283.898284912109,157.064147949219,1.20413175958012e-11,0.0125000001862645,1,1,95,19,0
0.00838628690689802,0.111723184585571,284.921173095703,1.51153755187988,1.31792337459968e-11,0.0125000001862645,1,1,96,19,0
0.0177843067795038,0.107026003301144,285.510223388672,-86.9815063476562,1.43659910356586e-11,0.0125000001862645,1,1,97,19,0
0.0178362373262644,0.102742619812489,285.317596435547,-82.6119537353516,1.56026858100233e-11,0.0125000001862645,1,1,98,19,0
0.0179354324936867,0.0988176241517067,284.695495605469,-34.8760986328125,1.68903918629226e-11,0.0125000001862645,1,1,99,19,0
0.0235910955816507,0.0952052921056747,283.863616943359,80.5189056396484,1.81714279040568e-11,0.0125000001862645,1,1,100,19,0
0.0239633284509182,0.0918676033616066,283.326629638672,162.142883300781,1.88874454271071e-11,0.0125000001862645,1,1,101,19,0
0.0243880487978458,0.0887726098299026,283.178619384766,196.025024414062,1.91963511059212e-11,0.0125000001862645,1,1,102,19,0
0.020066699013114,0.0858932957053185,283.71630859375,220.78955078125,1.88237481157927e-11,0.0125000001862645,1,1,103,19,0
0.0207706037908792,0.0531619638204575,283.755523681641,221.636962890625,1.84390471641427e-11,0.0125000001862645,1,1,104,19,0
0.0214894004166126,0.0512039512395859,283.743194580078,205.761795043945,1.80420661050062e-11,0.0125000001862645,1,1,105,19,0
0.0222087167203426,0.0493846908211708,283.828857421875,179.086639404297,1.76326227924184e-11,0.0125000001862645,1,1,106,19,0
0.0229074712842703,0.0476899743080139,283.873291015625,106.558288574219,1.72105420193081e-11,0.0125000001862645,1,1,107,19,0
0.0224420893937349,0.0461074635386467,284.844635009766,67.3325500488281,1.67756468438807e-11,0.0125000001862645,1,1,108,3,0
0.0241570472717285,0.0446263961493969,283.163696289062,156.716506958008,1.63277689979591e-11,0.0125000001862645,1,1,109,19,0
0.0246872305870056,0.0432373322546482,282.59912109375,271.585235595703,1.58683986090091e-11,0.0125000001862645,1,1,110,19,0
0.0251558069139719,0.0419319793581963,282.176422119141,437.616455078125,1.63689270471501e-11,0.0125000001862645,1,1,111,19,0
0.0255640335381031,0.0407030023634434,281.579528808594,644.2626953125,1.67078694629508e-11,0.0125000001862645,1,1,112,19,0
0.0259075779467821,0.0395439006388187,281.393402099609,701.801513671875,1.68825422391938e-11,0.0125000001862645,1,1,113,19,0
0.0261777266860008,0.0384488888084888,282.469604492188,568.707580566406,1.68903068614723e-11,0.0125000001862645,1,1,114,19,0
0.0239703468978405,0.0374127961695194,285.692596435547,294.21240234375,1.67285855307009e-11,0.0125000001862645,1,1,115,19,0
0.0118069211021066,0.0364310070872307,287.478088378906,11.4742050170898,1.63948490200516e-11,0.0125000001862645,1,1,116,19,0
0.0264542754739523,0.0354993604123592,293,0,1.58866218791243e-11,0,1,1,117,16,1
0.0263494662940502,0,293,87.3731384277344,1.52014859033933e-11,0.0125000001862645,1,1,118,16,0.995175957679749
0.0171394385397434,0,294.632049560547,48.944953918457,1.44336695373504e-11,0,1,1,119,16,1
0.0258491355925798,0,295.560180664062,0,1.368897096371e-11,0,1,1,120,16,1
0.0254614222794771,0,295.953399658203,0,1.28731582685337e-11,0,1,1,121,16,1
0.0323027707636356,0,285.666412353516,479.463653564453,1.67568563191889e-11,0.0125000001862645,1,2,1,19,0
0.0335926562547684,0,285.614807128906,478.160705566406,1.70766595308791e-11,0.0125000001862645,1,2,2,19,0
0.0348138771951199,0,285.524932861328,614.002868652344,1.74595459617732e-11,0.0125000001862645,1,2,3,19,0
0.035933330655098,0,284.103881835938,755.851684570312,1.79034096575714e-11,0.0125000001862645,1,2,4,19,0
0.0304607897996902,0,283.242706298828,748.893798828125,1.84061186431217e-11,0.0125000001862645,1,2,5,19,0
0.0377554260194302,0,282.626251220703,742.045776367188,1.8965511452973e-11,0.0125000001862645,1,2,6,19,0
0.0379159674048424,0,282.550262451172,709.240783691406,1.97535113266589e-11,0.0125000001862645,1,2,7,19,0
0.0130909699946642,0,282.881622314453,651.332275390625,2.08404578316834e-11,0.0125000001862645,1,2,8,19,0
0.0394634827971458,0,282.932922363281,656.594055175781,2.192678157098e-11,0.0125000001862645,1,2,9,19,0
0.0399252064526081,0,282.657867431641,712.265991210938,2.3011892738567e-11,0.0125000001862645,1,2,10,19,0
0.0404695756733418,0,282.260986328125,737.761413574219,2.40951963242919e-11,0.0125000001862645,1,2,11,19,0
0.0416768603026867,0,282.311859130859,704.823364257812,2.51760921138322e-11,0.0125000001862645,1,2,12,19,0
0.0425524823367596,0,282.861877441406,645.56884765625,2.62539764234182e-11,0.0125000001862645,1,2,13,19,0
0.0424088016152382,0,283.225433349609,580.417358398438,2.73282403651098e-11,0.0125000001862645,1,2,14,19,0
0.0284561272710562,0,283.008758544922,574.681396484375,2.8582664013399e-11,0.0125000001862645,1,2,15,19,0
0.0433996804058552,0,282.882659912109,610.33544921875,3.02140638896997e-11,0.0125000001862645,1,2,16,19,0
0.0407303534448147,0,282.921813964844,635.625244140625,3.19085105560113e-11,0.0125000001862645,1,2,17,19,0
0.0379647351801395,0,283.021667480469,650.888061523438,3.36624582375489e-11,0.0125000001862645,1,2,18,19,0
0.0354926697909832,0,282.753967285156,646.315551757812,3.5472333403952e-11,0.0125000001862645,1,2,19,19,0
0.0333762988448143,0,282.712585449219,619.441772460938,3.73345312998374e-11,0.0125000001862645,1,2,20,19,0
0.0315608344972134,0,282.710235595703,604.234497070312,3.92454228836936e-11,0.0125000001862645,1,2,21,19,0
0.0300183370709419,0,282.492645263672,604.350524902344,4.12013409500922e-11,0.0125000001862645,1,2,22,19,0
0.0286673251539469,0,282.497833251953,602.819946289062,4.16084250387527e-11,0.0125000001862645,1,2,23,19,0
0.0274793840944767,0,282.368011474609,586.482299804688,3.98173334581475e-11,0.0125000001862645,1,2,24,19,0
0.0237741973251104,0.0309598091989756,282.519866943359,550.850952148438,3.78916897858517e-11,0.0125000001862645,1,2,25,19,0
0.0229363106191158,0.031571988016367,283.244049072266,573.761657714844,3.58375898401597e-11,0.0125000001862645,1,2,26,19,0
0.0219683423638344,0.0322045870125294,282.939208984375,644.408874511719,3.36611745421767e-11,0.0125000001862645,1,2,27,19,0
0.00796722713857889,0.0328583270311356,282.678680419922,615.279541015625,3.13686264463708e-11,0.0125000001862645,1,2,28,19,0
0.00782449170947075,0.0335339270532131,283.1669921875,490.430847167969,2.89661697405741e-11,0.0125000001862645,1,2,29,19,0
0.00770015921443701,0.0342320986092091,283.623809814453,434.105712890625,2.64600650418112e-11,0.0125000001862645,1,2,30,19,0
0.00684315478429198,1.64439141750336,283.594879150391,428.454162597656,2.47122253216325e-11,0.0125000001862645,1,2,31,19,0
0.00747736403718591,0.0356988944113255,283.691345214844,361.829895019531,2.35260387559943e-11,0.0125000001862645,1,2,32,19,0
0.00736696645617485,0.0364688038825989,284.129119873047,284.725830078125,2.22923693393717e-11,0.0125000001862645,1,2,33,19,0
0.00682639982551336,0.0372638218104839,284.492340087891,238.568756103516,2.10142823281467e-11,0.0125000001862645,1,2,34,19,0
0.000727800186723471,0.0380844362080097,284.836517333984,201.662139892578,1.96948603259361e-11,0.0125000001862645,1,2,35,19,0
0.00454989494755864,0.0389310233294964,284.930938720703,178.612319946289,1.83371963446977e-11,0.0125000001862645,1,2,36,19,0
0.00450865551829338,0.0398038476705551,284.922760009766,169.289947509766,1.69443972741767e-11,0.0125000001862645,1,2,37,19,0
0.00444817496463656,0.0407030023634434,285.009674072266,174.280731201172,1.55195838819067e-11,0.0125000001862645,1,2,38,19,0
0.00437068659812212,0.0771627277135849,285.002471923828,182.015396118164,1.51389231012322e-11,0.0125000001862645,1,2,39,19,0
0.00427888054400682,0.0790484994649887,284.993804931641,166.69580078125,1.50506516971571e-11,0.0125000001862645,1,2,40,19,0
0.00417266925796866,0.0810100138187408,285.028900146484,158.787292480469,1.49576826619091e-11,0.0125000001862645,1,2,41,19,0
0.00406106282025576,0.0830505192279816,285.113677978516,161.876205444336,1.48599257898674e-11,0.0125000001862645,1,2,42,19,0
0.00394364586099982,0.0851733312010765,285.337249755859,185.961669921875,1.47572856712408e-11,0.0125000001862645,1,2,43,19,0
0.00382283888757229,0.0873818621039391,284.952819824219,246.001846313477,1.46496686309616e-11,0.0125000001862645,1,2,44,19,0
0.00370070617645979,0.0896796211600304,284.522186279297,279.978942871094,1.45369827286856e-11,0.0125000001862645,1,2,45,19,0
0.00357893761247396,0.0920702293515205,284.293060302734,291.566162109375,1.44236532440001e-11,0.0125000001862645,1,2,46,19,0
0.00345886475406587,0.0945574641227722,284.359191894531,281.164733886719,1.46098220327184e-11,0.0125000001862645,1,2,47,19,0
0.00334149715490639,0.0971453562378883,284.636993408203,279.430969238281,1.47904986869118e-11,0.0125000001862645,1,2,48,19,0
0.00322756636887789,0.0998382344841957,284.34716796875,359.169982910156,1.49657525955194e-11,0.0125000001862645,1,2,49,19,0
0.0031175734475255,0.102640926837921,283.784973144531,457.369750976562,1.5135656616927e-11,0.0125000001862645,1,2,50,19,0
0.00253033125773072,0.105558946728706,283.247985839844,541.943481445312,1.53002784053502e-11,0.0125000001862645,1,2,51,19,0
0.00244273152202368,0.108598791062832,282.502685546875,604.026977539062,1.54596908191751e-11,0.0125000001862645,1,2,52,19,0
0.00235909223556519,0.11176835000515,282.130493164062,625.832946777344,1.56139667167876e-11,0.0125000001862645,1,2,53,19,0
0.00227939197793603,0.115077458322048,281.966461181641,642.948425292969,1.58865681026965e-11,0.0125000001862645,1,2,54,19,0
0,0.118538618087769,282.108551025391,620.514831542969,1.651725284324e-11,0.0125000001862645,1,2,55,19,0
0,0.122167944908142,282.225891113281,588.664672851562,1.715125957924e-11,0.0125000001862645,1,2,56,19,0
0,0.125986367464066,282.396667480469,586.335693359375,1.77905277315427e-11,0.0125000001862645,1,2,57,19,0
0,0.130021259188652,283.181793212891,492.533172607422,1.84369915168237e-11,0.0125000001862645,1,2,58,19,0
0,0.13430842757225,284.328582763672,322.129730224609,1.90925834170352e-11,0.0125000001862645,1,2,59,19,0
0,0.138894736766815,284.381683349609,239.538955688477,1.97592307099592e-11,0.0125000001862645,1,2,60,19,0
0,0.143841564655304,283.887390136719,217.498001098633,2.04388572039305e-11,0.0125000001862645,1,2,61,19,0
0,0.149229258298874,283.797485351562,146.952026367188,1.9822320868057e-11,0.0125000001862645,1,2,62,19,0
0,0.155163317918777,284.472320556641,79.7811737060547,1.784007316874e-11,0.0125000001862645,1,2,63,19,0
0.00509296916425228,0.0987693816423416,285.64794921875,43.3415145874023,1.59001162930439e-11,0.0125000001862645,1,2,64,19,0
0.00533959828317165,0.169272303581238,286.310394287109,11.1889896392822,1.40066517412274e-11,0.0125000001862645,1,2,65,19,0.00160569208674133
0.00560924783349037,0.177880078554153,292.100006103516,3.60909843444824,1.21638601968677e-11,0,1,2,66,16,1
0.00590490689501166,0.187944754958153,292.048431396484,11.6569385528564,1.03759058636688e-11,0,1,2,67,16,1
0.00622999481856823,0.199938416481018,292,16.7307205200195,8.64693212865308e-12,0,1,2,68,16,1
0.00658839987590909,0.214537024497986,291.687652587891,14.425256729126,6.9810611284804e-12,0,1,2,69,16,1
0.00698449043557048,0.232741683721542,291.478576660156,4.61067581176758,6.28278809186589e-12,0,1,2,70,16,1
0.00742308329790831,0.256098717451096,291.489959716797,0,6.0077598278141e-12,0,1,2,71,16,1
0.00790930818766356,0.287124961614609,291.685882568359,0,5.70847232331251e-12,0,1,2,72,16,1
0.00844831019639969,0.330196529626846,291.938018798828,0,5.38270122918405e-12,0,1,2,73,16,1
0.00904464069753885,0.393591046333313,292.195343017578,0.0668027549982071,5.02823477299685e-12,0,1,2,74,16,1
0.00970116164535284,0.494745641946793,292.198669433594,0.340946733951569,4.64287679483033e-12,0,1,2,75,16,1
0.0104171745479107,0.67528885602951,292.199981689453,0,4.2244437115091e-12,0,1,2,76,16,1
0.0111854514107108,1.03450798988342,292.200012207031,11.3393630981445,3.77076841973079e-12,0.0125000001862645,1,2,77,16,0.654750347137451
0.0119880102574825,0.0531619638204575,284.349426269531,62.9088859558105,4.50074699731573e-12,0.0125000001862645,1,2,78,19,0
0.012791053391993,1.03232157230377,284.115234375,76.8409423828125,5.4393343128234e-12,0.0125000001862645,1,2,79,19,0
0.0135409450158477,0.670930862426758,284.090484619141,66.8916854858398,6.29470304006063e-12,0.0125000001862645,1,2,80,19,0
0.0141652766615152,0.488246321678162,284.041809082031,75.3597717285156,7.0629136220135e-12,0.0125000001862645,1,2,81,19,0
0.0145840449258685,0.384995430707932,284.203491210938,87.7087097167969,7.7400594614141e-12,0.0125000001862645,1,2,82,19,0
0,0.319564670324326,284.138854980469,92.0034332275391,8.32226995650664e-12,0.0125000001862645,1,2,83,19,0
0.0145840449258685,0.27453151345253,284.023468017578,94.1607894897461,8.80571310313272e-12,0.0125000001862645,1,2,84,19,0
0.0141652766615152,0.241632699966431,283.525268554688,99.8919067382812,9.18658985687992e-12,0.0125000001862645,1,2,85,19,0
0.0135409450158477,0.216505840420723,283.493072509766,94.629524230957,8.81319756756982e-12,0.0125000001862645,1,2,86,19,0
0.012791053391993,0.196646884083748,283.655548095703,92.658805847168,8.43879480183496e-12,0.0125000001862645,1,2,87,19,0
0.0119880102574825,0.180521130561829,284.185852050781,113.437118530273,8.18358488613447e-12,0.0125000001862645,1,2,88,19,0
0.0114739406853914,0.16713759303093,284.127166748047,126.923721313477,8.05186039370964e-12,0.0125000001862645,1,2,89,19,0
0.0107209552079439,0.15582849085331,284.351013183594,132.757598876953,8.04786619290621e-12,0.0125000001862645,1,2,90,19,0
0.0100218998268247,0.14612777531147,283.871520996094,149.921600341797,8.17580031453602e-12,0.0125000001862645,1,2,91,19,0
0.00938427727669477,0.137700408697128,283.610961914062,168.065612792969,8.43980874770667e-12,0.0125000001862645,1,2,92,19,0
0.00880913063883781,0.130299359560013,283.156219482422,189.451187133789,8.84398890926841e-12,0.0125000001862645,1,2,93,19,0
0.00829401705414057,0.123738490045071,283.111999511719,216.503051757812,9.71655568504648e-12,0.0125000001862645,1,2,94,19,0
0.0078349094837904,0.117874816060066,283.444671630859,171.450592041016,1.07196898926909e-11,0.0125000001862645,1,2,95,19,0
0.00865381862968206,0.112596668303013,284.942321777344,19.600435256958,1.17713200298297e-11,0.0125000001862645,1,2,96,19,0
0.0247919298708439,0.10781554877758,285.530029296875,-82.9086151123047,1.28725710646371e-11,0.0125000001862645,1,2,97,19,0
0.025021018460393,0.10346033424139,285.172912597656,-77.3141098022461,1.4024548883329e-11,0.0125000001862645,1,2,98,19,0
0.0259862281382084,0.0994732230901718,284.388092041016,-27.0522594451904,1.52283446269719e-11,0.0125000001862645,1,2,99,19,0
0.0320052355527878,0.095806710422039,283.554260253906,63.2921257019043,1.64850303546737e-11,0.0125000001862645,1,2,100,19,0
0.0326287634670734,0.092421367764473,283.437744140625,141.007751464844,1.7795664247755e-11,0.0125000001862645,1,2,101,19,0
0.0333205573260784,0.0892841815948486,283.321533203125,183.316345214844,1.85169744121305e-11,0.0125000001862645,1,2,102,19,0
0.0292034819722176,0.0863672718405724,283.307312011719,219.806396484375,1.88746743928769e-11,0.0125000001862645,1,2,103,19,0
0.0302182994782925,0.0532796196639538,283.412719726562,263.045776367188,1.91083503187084e-11,0.0125000001862645,1,2,104,19,0
0.0312641672790051,0.0513090565800667,283.258728027344,241.383117675781,1.87262445133785e-11,0.0125000001862645,1,2,105,19,0
0.0323216691613197,0.049478966742754,284.212982177734,116.642417907715,1.83314960433556e-11,0.0125000001862645,1,2,106,19,0
0.0333535373210907,0.0477748587727547,284.239837646484,25.9949340820312,1.79239297015688e-11,0.0125000001862645,1,2,107,19,0
0.0329102016985416,0.0461841598153114,285.008239746094,33.7656784057617,1.75033702809468e-11,0.0125000001862645,1,2,108,3,0
0.0351596362888813,0.0446959249675274,283.137359619141,124.590705871582,1.70696443091423e-11,0.0125000001862645,1,2,109,19,0
0.0359039381146431,0.043300561606884,282.785095214844,249.983932495117,1.70054040293799e-11,0.0125000001862645,1,2,110,19,0
0.0365629270672798,0.0419896468520164,281.814422607422,448.463165283203,1.77459956451909e-11,0.0125000001862645,1,2,111,19,0
0.0371446944773197,0.0407557412981987,280.898742675781,649.121215820312,1.83223523159137e-11,0.0125000001862645,1,2,112,19,0
0.0376408584415913,0.0395922549068928,282.044067382812,559.531799316406,1.87317609340321e-11,0.0125000001862645,1,2,113,19,0
